date,title,section,author,summary,full_text,url,sentiment_label,sentiment_score,next_day_return,next_day_up
2023-10-27,"Reliance Retail Q2 results: Net profit rises 21% to Rs 2,790 crore",Companies,,"Reliance Retail Quarterly results: During the quarter, Reliance Retail raised Rs 15,314 crore from KKR, Qatar Investment Authority and Abu Dhabi Investment Authority",,https://www.business-standard.com/companies/results/reliance-retail-q2-results-net-profit-rises-21-to-rs-2-790-crore-123102701198_1.html,positive,0.9179,0.004917,1.0
2023-10-27,"No plan to enter banking sector: Mobikwik co-founder, CEO Bipin Preet Singh",Companies,,Singh indicates that an initial public offering (IPO) is on the cards,"Bipin Preet Singh, co-founder & chief executive officer of Mobikwik",https://www.business-standard.com/companies/interviews/no-plan-to-enter-banking-sector-mobikwik-co-founder-ceo-bipin-preet-singh-123102601009_1.html,neutral,0.0677,0.004917,1.0
2023-10-27,SBI Card Q2 results: Net profit grows 15% to Rs 603 cr on higher income,Companies,,SBI Cards and Payment Services Ltd (SBI Card) on Friday reported a 15 per cent rise in net profit at Rs 603 crore for the quarter ended September on higher income.,"Cards-in-force grew by 21 per cent 1.79 crore as of Q2 FY24, against 1.48 crore as of Q2 FY23 SBI Cards and Payment Services Ltd (SBI Card) on Friday reported a 15 per cent rise in net profit at Rs 603 crore for the quarter ended September on higher income. The pure-play credit card company, promoted by the country's largest lender State Bank of India (SBI), had reported a net profit of Rs 526 crore in the previous quarter a year earlier. The total income in the second quarter of the current fiscal rose 22 per cent to Rs 4,221 crore, from Rs 3,453 crore a year ago, SBI Card said in a regulatory filing. The interest income grew 28 per cent to Rs 1,902 crore, while income from other sources jumped 21 per cent to Rs 2,186 crore. There was slight deterioration in the company's asset quality with the gross non-performing assets rising to 2.43 per cent of the gross advances as of September, from 2.14 per cent a year earlier. Net NPAs (bad loans) also rose to 0.89 per cent from 0.78 per cent in the corresponding quarter of last year. On capital adequacy, the company said the ratio was at 23.3 per cent at the end of the second quarter, from 23.2 per cent at the end of September 2022. Net worth as of September 30, 2023, was at Rs 11,130 crore as against Rs 9,902 crore as of March 31, 2023, it said. Cards-in-force grew by 21 per cent 1.79 crore as of Q2 FY24, against 1.48 crore as of Q2 FY23.",https://www.business-standard.com/companies/results/sbi-card-q2-results-net-profit-grows-15-to-rs-603-cr-on-higher-income-123102701031_1.html,positive,0.9275,0.004917,1.0
2023-10-27,Indian Overseas Bank Q2 results: Net profit rises 25% to Rs 627 crore,Companies,,"During the period under review, the bank's total income rose 19 per cent to Rs 6,941.5 crore compared to Rs 5,854 crore during the same quarter last fiscal",.,https://www.business-standard.com/companies/news/indian-overseas-bank-q2-results-net-profit-rises-25-to-rs-627-crore-123102700622_1.html,positive,0.927,0.004917,1.0
2023-10-27,KredX aims to discount invoices worth over Rs 500 crore in Muhurat Trading,Companies,,"The event offers an opportunity for investors to get access to returns and rewards, while businesses can secure working capital by selling their unpaid invoices",Seventh edition of KredX Muhurat Trading event (Pic Credit: Screengrab from kredx.com),https://www.business-standard.com/companies/news/kredx-aims-to-discount-invoices-worth-over-rs-500-crore-in-muhurat-trading-123102700710_1.html,positive,0.6662,0.004917,1.0
2023-10-27,"Union Bank of India Q2 results: Net profit jumps 90% to Rs 3,511 crore",Companies,,"Mumbai-based public sector lender's net interest income (NII) expanded 9.89 per cent to Rs 9,126 crore in Q2FY24, compared to Rs 8,305 crore in the same quarter a year ago",,https://www.business-standard.com/companies/results/union-bank-of-india-q2-results-net-profit-jumps-90-to-rs-3-511-crore-123102701433_1.html,positive,0.9148,0.004917,1.0
2023-10-27,Elon Musk says X's new products will challenge YouTube and LinkedIn,Companies,,"Revenue at X is still largely coming from advertising, which accounts for about 75% of total sales compared with 25% from subscriptions and data",Photo: Bloomberg,https://www.business-standard.com/companies/news/elon-musk-says-x-s-new-products-will-challenge-youtube-and-linkedin-123102701307_1.html,neutral,0.2674,0.004917,1.0
2023-10-27,Huawei Technologies reports modest revenue growth for first three quarters,Companies,,"For the third quarter, revenue rose 1.5% to 145.7 billion yuan, according to Reuters calculations",The growth was,https://www.business-standard.com/companies/news/huawei-technologies-reports-modest-revenue-growth-for-first-three-quarters-123102701352_1.html,positive,0.9362,0.004917,1.0
2023-10-27,"Intel beats expectations as margins rise, manufacturing momentum builds",Companies,,"The company expects fourth-quarter adjusted profit per share of about 44 cents, above analysts' estimate of 32 cents",Intel reported adjusted profits of 41 cents per share in the third quarter,https://www.business-standard.com/companies/news/intel-beats-expectations-as-margins-rise-manufacturing-momentum-builds-123102701324_1.html,positive,0.9214,0.004917,1.0
2023-10-27,"Exxon posts sharply lower $9.1 bn profit on lower oil, gas prices",Companies,,Exxon's oil and gas pumping business was hurt by a 60% drop in natural gas prices compared with a year ago,Exxon's cash reserves rose 10% over the second quarter to $33 billion,https://www.business-standard.com/companies/results/exxon-posts-sharply-lower-9-1-bn-profit-on-lower-oil-gas-prices-123102701338_1.html,negative,-0.9669,0.004917,1.0
2023-10-27,Aston Martin to double its volume with new South India dealership,Companies,,"Aston Martin's decision to expand its footprint in South India reflects a strategic choice, due to the region's growth in the sports car segment",,https://www.business-standard.com/companies/news/aston-martin-to-double-its-volume-with-new-south-india-dealership-123102700831_1.html,positive,0.9279,0.004917,1.0
2023-10-27,India Inc divided on Narayana Murthy's call for 70-hour work week to youth,Industry,,"Narayana Murthy: While some corporate leaders endorsed Murthy's ""sane advice"" at a time when ""we are in a nation-building stage"", others said productivity was not linked to hours employees put in",Infosys founder Narayana Murthy (PTI Photo),https://www.business-standard.com/industry/news/india-inc-divided-on-narayana-murthy-s-call-for-70-hour-work-week-to-youth-123102700941_1.html,neutral,-0.0693,0.004917,1.0
2023-10-27,Q2 results: All-round show delivers 27.4% net profit surge for RIL,Companies,,"Q2 sales, PBIDT highest ever for firm; marginal miss on PAT",,https://www.business-standard.com/companies/news/reliance-industries-q2-results-net-profit-rise-27-4-to-rs-17-394-crore-123102701266_1.html,positive,0.8686,0.004917,1.0
2023-10-27,Shareholders approve Ambani third-generation appointment on RIL board,Companies,,At least two proxy advisory firms had recommended investors vote against Anant Ambani's appointment,"(From left) Anant Ambani, Isha Ambani and Akash Ambani (File photo: PTI)",https://www.business-standard.com/companies/news/shareholders-approve-ambani-third-generation-appointment-on-ril-board-123102700404_1.html,neutral,-0.0024,0.004917,1.0
2023-10-27,Dues from wilful defaulters rose by Rs 100 cr per day since Covid-19 struck,Economy,,Wilful defaulter dues up by Rs 1.2 trillion since the Covid-19 pandemic began. Some states have seen a larger rise than others,"3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/economy/news/dues-from-wilful-defaulters-rose-by-rs-100-cr-per-day-since-covid-19-struck-123102700166_1.html,positive,0.9117,0.004917,1.0
2023-10-27,Markets snap six-day losing streak; Sensex ends 635 points higher,Markets,,"Nifty ended the session at 19,047, with a gain of 190 points or 1.01 per cent",Illustration: Binay Sinha,https://www.business-standard.com/markets/news/markets-get-a-breather-after-six-days-of-decline-sensex-rises-635-points-123102700879_1.html,positive,0.4074,0.004917,1.0
2023-10-27,DGCA transfers two senior officials over allegations of corruption,Industry,,"The regulator's action comes four days after suspending operations at Redbird Flight Training Academy, one of India's largest flight training centres, across all its five training bases in the country",Photo: DGCA website,https://www.business-standard.com/industry/news/dgca-transfers-two-senior-officials-over-allegations-of-corruption-123102701166_1.html,negative,-0.9427,0.004917,1.0
2023-10-27,India competing with world's best telecom equipment makers: Vaishnaw,Industry,,"On semiconductor manufacturing, the minister said at least three players were in advanced talks with the government for building a chip plant in India","Ashwini Vaishnaw, Union minister of communications and information technology",https://www.business-standard.com/industry/news/india-exporting-telecom-equipment-to-72-countries-ashwini-vaishnaw-123102701144_1.html,positive,0.814,0.004917,1.0
2023-10-27,PV industry expecting zero growth in volume sales in FY25: R C Bhargava,Industry,,"In the first half of FY24, sales in the Indian passenger car segment, which comprises small and compact cars, witnessed a year-on-year (Y-o-Y) decline of 7.9 per cent","R C Bhargava, Chairman, Maruti Suzuki India (MSIL)",https://www.business-standard.com/industry/auto/indian-pv-industry-expecting-zero-growth-in-2024-25-r-c-bhargava-123102700888_1.html,negative,-0.9533,0.004917,1.0
2023-10-27,Cheap Venezuela crude oil to complement discounted Russian grades,Industry,,India is studying options to resume imports of oil from Venezuela after purchases stopped in late 2020,"3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/industry/news/india-turns-to-discounted-venezuelan-and-russian-oil-amid-price-surge-123102700961_1.html,positive,0.7526,0.004917,1.0
2023-10-27,"India Mobile Congress: The telco contest, Chandrayaan effect, and more",Industry,,"The first two bays occupied by Jio and Airtel were almost equal in size, but with varying tone and tenor",,https://www.business-standard.com/industry/news/india-mobile-congress-the-telco-contest-chandrayaan-effect-and-more-123102701437_1.html,neutral,0.0067,0.004917,1.0
2023-10-27,Sebi extends suspension of derivatives trade in 7 agri commodities for 1 yr,Pti Stories,,"Markets regulator Sebi on Friday extended the suspension of futures and options trading in seven agricultural commodities, including wheat and moong, for one more year till December 2024 in a bid to rein in prices.","Markets regulator Sebi on Friday extended the suspension of futures and options trading in seven agricultural commodities, including wheat and moong, for one more year till December 2024 in a bid to rein in prices. The other agricultural commodities suspended by Sebi are paddy (non-basmati), chana, crude palm oil, mustard seeds and their derivatives and soya bean and its derivatives. ""The suspension of trading in the above contracts has been extended for one more year beyond December 20, 2023, i.e. till December 20, 2024,"" Sebi said in a statement. The suspension permits squaring up of existing positions in these commodities, but no fresh futures trading is permitted for a year. To curb inflation, Sebi in December 2021 prohibited exchanges from launching new derivative contracts of soyabean, mustard seeds, chana, wheat, paddy, moong, and crude palm oil. These directions were applicable for one year. In December last year, the suspension was again extended for one more year till December 20. Last year, the Commodity Participants Association of India (CPAI) had urged the government and Sebi to allow exchanges to resume trading in these seven agricultural derivatives contracts. The association had stated that prolonged bans are detrimental to the Indian commodity market ecosystem and severely dent the perception regarding India's ease of doing business environment. (Only the headline and picture of this report may have been reworked by the Business Standard staff; the rest of the content is auto-generated from a syndicated feed.)",https://www.business-standard.com/pti-stories/national/sebi-again-extends-suspension-of-derivatives-trade-in-7-agri-commodities-for-1-year-123102701107_1.html,negative,-0.7515,0.004917,1.0
2023-10-27,Reliance Jio announces JioSpaceFiber to provide satellite-based broadband,Technology,,JioSpaceFiber: First giga fiber service brought in partnership with satellite operator SES,Photo: Bloomberg,https://www.business-standard.com/technology/tech-news/reliance-jio-announces-jiospacefiber-to-provide-satellite-based-broadband-123102700410_1.html,positive,0.6421,0.004917,1.0
2023-10-27,Brokerages expect revenues to remain under pressure for Asian Paints,Markets,,"Motilal Oswal Research said in its report, ""with input costs on the rise, the margin gains in the second half of FY24 are not expected to mirror those seen in the first half of FY24.""","3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/markets/stock-market-news/brokerages-expect-revenues-to-remain-under-pressure-for-asian-paints-123102700925_1.html,negative,-0.1155,0.004917,1.0
2023-10-27,Mutual fund industry exploring a new product with 'flexible norms',Markets,,"The MF product, if introduced, will also have a minimum investment threshold but will likely be much lower than that of PMS",,https://www.business-standard.com/markets/mutual-fund/mutual-fund-industry-exploring-new-product-with-flexible-norms-123102701185_1.html,neutral,0.0241,0.004917,1.0
2023-10-27,JP Morgan upgrades India to 'overweight' from 'neutral' ahead of elections,Markets,,"Joins Morgan Stanley, CLSA, Nomura on hiking India exposure",,https://www.business-standard.com/markets/news/jpmorgan-upgrades-india-to-overweight-from-neutral-ahead-of-elections-123102700692_1.html,positive,0.6973,0.004917,1.0
2023-10-27,Markets may ignore West Asia events till there's no invasion: Chris Wood,Markets,,"Over the past few weeks, equity markets have reacted sharply to the developments in West Asia with most frontline indices across the globe slipping 1 per cent to 7 per cent.",Christopher Wood,https://www.business-standard.com/markets/news/markets-may-ignore-west-asia-events-till-there-s-no-invasion-chris-wood-123102700098_1.html,negative,-0.9616,0.004917,1.0
2023-10-27,Sebi's instant trade settlement plan faces foreign investor pushback,Markets,,"The concerns were raised in a meeting earlier this month, the people told Reuters, and have not been previously reported",,https://www.business-standard.com/markets/news/sebi-s-instant-trade-settlement-plan-faces-foreign-investor-pushback-123102701333_1.html,negative,-0.6529,0.004917,1.0
2023-10-27,"See huge opportunity to expand in Tier-II, says Marks & Spencer India",Companies,,"Ritesh Mishra, managing director at M&S India, said, ""Tier-II cities are of paramount importance to us, as there is still room for growth in Tier-I markets""",,https://www.business-standard.com/companies/news/see-huge-opportunity-to-expand-in-tier-ii-says-marks-spencer-india-123102601215_1.html,positive,0.8657,0.004917,1.0
2023-10-27,Exchanges announce Muhurat Trading session; Blue Jet IPO subscribed 8x,Markets,,Blue Jet's IPO comprises only secondary share sale worth Rs 840 crore,Representative Picture,https://www.business-standard.com/markets/ipo/exchanges-announce-muhurat-trading-session-blue-jet-ipo-subscribed-8x-123102701343_1.html,neutral,0.0182,0.004917,1.0
2023-10-27,Is India sub-leveraging the advantages of GI tagging?,Opinion,,"While the craze for registration of GIs has gained momentum over the past few years, there really has been no strategy for using the tag to commercial advantage",Representative image,https://www.business-standard.com/opinion/columns/is-india-sub-leveraging-the-advantages-of-gi-tagging-123102701284_1.html,neutral,0.1574,0.004917,1.0
2023-10-27,Getting to the Moon,Opinion,,A clear strategy involving private participation and international collaboration is an absolute must for Isro in its lunar mission,Photo: Pexels,https://www.business-standard.com/opinion/columns/getting-to-the-moon-123102701289_1.html,neutral,0.1681,0.004917,1.0
2023-10-27,"Start with paper trading in derivatives, test strategy with small amount",Finance,,"Once you begin trading regularly, do appropriate position sizing, set stop losses, and learn hedging strategies","3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/finance/personal-finance/start-with-paper-trading-in-derivatives-test-strategy-with-small-amount-123102700922_1.html,neutral,0.0441,0.004917,1.0
2023-10-27,"Equity fundraise through rights issue spurts in 2023, shows data",Finance,,"Some of the large offerings this year have been PNB Housing Finance's Rs 2,500-crore rights issue in April followed by Capri Global Capital (Rs 1,440 crore), and Piramal Pharma (Rs 1,050 crore)","3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/finance/investment/equity-fundraise-through-rights-issue-spurts-in-2023-shows-data-123102700630_1.html,neutral,0.0663,0.004917,1.0
2023-10-27,Irdai sets up 12-member committee to simplify insurance policy wordings,Finance,,IRDAI: This comes in the backdrop of the Irdai's observation that policyholders often find it difficult to understand the terms and conditions in insurance policy contracts,,https://www.business-standard.com/finance/insurance/irdai-sets-up-12-member-committee-to-simplify-insurance-policy-wordings-123102700422_1.html,neutral,-0.3901,0.004917,1.0
2023-10-27,"Mobile phones, auto parts top cargo items at Jaipur airport in September",Economy,,"Surprisingly, human hair also comes in the top category",,https://www.business-standard.com/economy/news/mobile-phones-auto-parts-top-cargo-items-at-jaipur-airport-in-september-123102700769_1.html,neutral,0.1753,0.004917,1.0
2023-10-27,Five MSME lending products complete test phase under RBI's sandbox cohort,Economy,,Products of the entities that completed the test phase were evaluated based on mutually agreed test scenarios and expected outcomes,Representative image,https://www.business-standard.com/economy/news/five-msme-lending-products-complete-test-phase-under-rbi-s-sandbox-cohort-123102701003_1.html,neutral,0.1285,0.004917,1.0
2023-10-27,Irdai excludes retail sector of general insurance from arbitration clause,Economy,,"Following the amendment, the clause will only apply to commercial lines of business",,https://www.business-standard.com/economy/news/irdai-excludes-retail-sector-of-insurance-industry-from-arbitration-clause-123102701174_1.html,neutral,-0.0065,0.004917,1.0
2023-10-27,Retail onion price up 57%; Centre steps up buffer sale to provide relief,Economy,,"As all-India average retail onion price shoots up by 57 per cent to Rs 47 per kg, the Centre on Friday decided to step up the sale of buffer onion at a subsidised rate of Rs 25 per kg in retail markets in order to provide relief to consumers.","Photo: Bloomberg As all-India average retail onion price shoots up by 57 per cent to Rs 47 per kg, the Centre on Friday decided to step up the sale of buffer onion at a subsidised rate of Rs 25 per kg in retail markets in order to provide relief to consumers. The all-India average retail price of onion rose to Rs 47 per kg on Friday, from Rs 30 per kg in the year-ago period, as per the data maintained by the consumer affairs ministry. In the national capital, retail price of onion was at Rs 40/kg on Friday as against Rs 30/kg in the year-ago period, the data showed. ""We have been offloading buffer onions since mid-August and we are stepping up the retail sale in order to check further rise in prices and provide relief to the consumers,"" Consumer Affairs Secretary Rohit Kumar Singh told PTI. According to the ministry, onion is being offloaded from the buffer stock in both wholesale and retail markets in states where there is a sharp rise in prices. Since mid-August, about 1.7 lakh tonne of buffer onion has been offloaded in 22 states at different locations. In retail markets, buffer onion is being offloaded through two cooperative bodies NCCF and NAFED outlets and vehicles at a subsidised rate of Rs 25 per kg. In Delhi too, buffer onion is being sold at this subsidised rate. A senior ministry official said the delay in kharif onion sowing due to weather reasons has resulted in less coverage and late arrival of the crop. The fresh kharif onion should have started arriving by now but it has not. With stored rabi onion getting exhausted and delay in arrival of kharif onion, there is a tight supply situation, resulting in price increase in both wholesale and retail markets, the official added. He also mentioned that the government has doubled the buffer onion stock for the current year and this should improve domestic availability and check prices in the coming days. For 2023-24 fiscal year, the consumer affairs ministry through NCCF and NAFED has maintained a buffer onion stock of 5 lakh tonne and plans to procure additional 2 lakh tonne onion in the coming days.",https://www.business-standard.com/economy/news/retail-onion-price-up-57-centre-steps-up-buffer-sale-to-provide-relief-123102700401_1.html,positive,0.9101,0.004917,1.0
2023-10-27,Hindustan Aeronautics partners Safran of France for making engine parts,Economy,,The products that HAL and Safran will jointly produce in Bengaluru will power the Airbus A320 Neo family and the Boeing 737 Max single-aisle airliners,,https://www.business-standard.com/economy/news/hindustan-aeronautics-partners-safran-of-france-for-making-engine-parts-123102700972_1.html,neutral,0.1471,0.004917,1.0
2023-10-27,India's mango exports witness a 19% jump at $47.98 bn during 2023 season,Economy,,"In the 2023 season, India exported mangoes to 41 countries by exploring new destinations such as Iran, Mauritius, Czech Republic, and Nigeria",,https://www.business-standard.com/economy/news/india-s-mango-exports-witness-a-19-jump-at-47-98-bn-during-2023-season-123102700744_1.html,positive,0.9221,0.004917,1.0
2023-10-27,Shivraj's central problem,Opinion,,"In 2018, Mr Chouhan became chief minister for the fourth time with some support from Mr Scindia. This time, nothing can be said with any certainty","Shivraj Singh Chouhan, CM, Madhya Pradesh (Illustration: Binay Sinha)",https://www.business-standard.com/opinion/columns/shivraj-s-central-problem-123102701274_1.html,neutral,0.0299,0.004917,1.0
2023-10-28,iPhones assembled by Tatas to be a reality as Wistron clears plant sale,Companies,,$125 mn estimated cost for buying K'taka unit,"Wistron’s India journey 2017 : The first EMS player to come to India to assemble iPhones 2020 : Pulls out from China and Vietnam; sells iPhone-making factories to Luxshare 2021 : Emerges as an eligible player for production-linked incentives. Last year, it even assembled iPhone 11, 13 and 14 2022 : Starts negotiations with the Tatas to sell the Karnataka factory 2023 : Board of Wistron clears the plant’s sale to the Tatas",https://www.business-standard.com/companies/news/iphones-assembled-by-tatas-to-be-a-reality-as-wistron-clears-plant-sale-123102701262_1.html,neutral,0.1853,,
2023-10-28,"Li Keqiang, China's diminished former premier, dies of heart attack at 68",Economy,,Li Keqiang's term as premier coincided with the first 10 years of Xi Jinping's reign as China's president and top party leader,,https://www.business-standard.com/economy/news/li-keqiang-china-s-diminished-former-premier-passes-away-at-68-123102700933_1.html,neutral,-0.0623,,
2023-10-28,Veteran entrepreneurs look to ramp up their bets in Indian startups,Companies,,This is heartening to note as overall venture capital (VC) funding has been southward bound in the country,"3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/companies/start-ups/top-10-angel-investors-look-to-ramp-up-their-bets-in-indian-startups-123102600667_1.html,positive,0.8881,,
2023-10-28,"India Mobile Congress 2023: India will lead the world in 6G, says PM Modi",Economy,,"After the fastest roll-out of the 5G technology in India, the government is now working on becoming a leader in 6G, the PM said","PM Narendra Modi with Aditya Birla Group Chairperson Kumar Mangalam Birla (left), Reliance Jio Chairperson Akash Ambani, and Union Minister Ashwini Vaishnaw (right) at the India Mobile Congress 2023, in New Delhi",https://www.business-standard.com/economy/news/india-mobile-congress-2023-india-will-lead-the-world-in-6g-says-pm-modi-123102800008_1.html,positive,0.7869,,
2023-10-30,Aequs raises Rs 448 cr in funding round led by Singapore's Amansa Capital,Finance,,"Aequs fund raise: Aequs, which operates a precision manufacturing platform in aerospace and other verticals, will use the growth capital to launch a new Advanced Technology Products (ATP) vertical",Illustration by Binay Sinha,https://www.business-standard.com/finance/investment/aequs-raises-rs-448-cr-in-funding-round-led-by-singapore-s-amansa-capital-123103000669_1.html,positive,0.7307,-0.003203,0.0
2023-10-30,Insurers to provide details of basic features to customers from Jan 1,Finance,,The regulator has observed several complaints from policyholders due to the asymmetry of information between insurers and the policyholders,,https://www.business-standard.com/finance/insurance/insurers-to-provide-details-of-basic-features-to-customers-from-jan-1-123103001021_1.html,negative,-0.9581,-0.003203,0.0
2023-10-30,Prioritise paying off high-cost debt with Diwali bonus you receive,Finance,,It would also be prudent to channel some of it into replenishing emergency corpus,"3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/finance/personal-finance/received-your-diwali-bonus-prioritise-paying-off-high-cost-debt-123103000840_1.html,neutral,0.0816,-0.003203,0.0
2023-10-30,"India, UK see free-trade deal possibly in December after poll results",Economy,,There isn't any firm deadline but an announcement could be made after the vote concludes and results are out December 3,ILLUSTRATION: AJAY MOHANTY,https://www.business-standard.com/economy/news/india-uk-see-free-trade-deal-possibly-in-december-after-poll-results-123103001414_1.html,neutral,0.0246,-0.003203,0.0
2023-10-30,Diwali bonanza: Uttar Pradesh may raise SAP for sugarcane farmers,Economy,,"Sugar production: State utility clears Rs 1,361 cr pending dues to Bajaj Hindusthan Sugar","3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/economy/news/uttar-pradesh-sugarcane-farmers-may-get-sap-bonanza-ahead-of-diwali-123103001128_1.html,neutral,0.302,-0.003203,0.0
2023-10-30,Lenskart acquires computer vision startup Tango Eye for undisclosed amount,Companies,,"In stores, Tango Eye's technology analyses CCTV footage to provide analytics, optimise customer flow and ensure proper adherence to all procedures",Lenskart has been an early investor in Tango,https://www.business-standard.com/companies/news/lenskart-acquires-computer-vision-startup-tango-eye-for-undisclosed-amount-123103000624_1.html,neutral,0.1206,-0.003203,0.0
2023-10-30,Manipal Group invests in Purplle with secondary purchase from JSW Ventures,Companies,,"Manipal Group: With this transaction, JSW Ventures has fully exited its stake in Purplle from Fund I and has returned 2.7 times the fund size to its investors so far","Dr Ranjan Pai, chairman, Manipal Group",https://www.business-standard.com/companies/news/manipal-group-invests-in-purplle-with-secondary-purchase-from-jsw-ventures-123103000766_1.html,neutral,0.3332,-0.003203,0.0
2023-10-30,Shriram Finance's Revankar: AUM to see 18-20% growth during second half,Companies,,"Shriram Finance: Executive vice chairman of Shriram Finance, believes that the company's assets under management (AUM) may see healthy growth during the rest of the year as well","Umesh Revankar, executive vice-chairman of Shriram Finance",https://www.business-standard.com/companies/interviews/shriram-finance-aum-to-see-18-20-growth-during-second-half-revankar-123102700647_1.html,positive,0.9332,-0.003203,0.0
2023-10-30,Equiniti India aims to hire 800 employees as part of expansion in India,Companies,,"Equiniti India, the offshore arm of Equiniti Group, currently has a total of about 1,500 employees in India across Chennai and Bengaluru",,https://www.business-standard.com/companies/news/equiniti-india-aims-to-hire-2-300-employees-as-part-of-expansion-in-india-123103000854_1.html,neutral,0.0843,-0.003203,0.0
2023-10-30,"Petronet LNG profit up 9%, to invest Rs 20,685 cr in petrochem plant",Companies,,"The terminal's utilisation level, which was 80 per cent in FY23, has remained consistently above 90 per cent in FY24 so far",,https://www.business-standard.com/companies/results/petronet-lng-q2-results-consolidated-profit-rises-9-to-rs-856-crore-123103001079_1.html,positive,0.9348,-0.003203,0.0
2023-10-30,"Wipro is not alone, several Indian IT companies are facing a CXO churn",Companies,,"As experts at predicting business and industry growth, some CXOs might decide to switch companies or even sectors, or explore newer markets, innovative offerings, and fresh business models","Thierry Delaporte CEO and managing director, Wipro",https://www.business-standard.com/companies/news/wipro-is-not-alone-several-indian-it-companies-are-facing-a-cxo-churn-123103001289_1.html,neutral,0.0241,-0.003203,0.0
2023-10-30,"Finolex Cables case: NCLAT bench wilfully defied our order, says SC",Companies,,The Supreme Court on Monday held that a National Company Law Appellate Tribunal (NCLAT) bench comprising judicial member Rakesh Kumar and technical member Alok Srivastava wilfully defied its October 13 order by going ahead with the pronouncement of their verdict in the Finolex Cables case.,"It took note of the fact that the judicial member has resigned from his post and Srivastava, who only followed the direction of Kumar, tendered an unconditional apology. The Supreme Court on Monday held that a National Company Law Appellate Tribunal (NCLAT) bench comprising judicial member Rakesh Kumar and technical member Alok Srivastava wilfully defied its October 13 order by going ahead with the pronouncement of their verdict in the Finolex Cables case. A bench headed by Chief Justice D Y Chandarchud and Justices JB Pardiwala and Manoj Misra, however, closed the contempt proceedings against Kumar and Srivastava. It took note of the fact that the judicial member has resigned from his post and Srivastava, who only followed the direction of Kumar, tendered an unconditional apology. We are of the view that there was an attempt to defy the orders of this court, the bench said. The bench, however, imposed a cost of Rs one crore on Deepak Chhabria, one of the parties to the corporate dispute, and Rs 10 lakh on a scrutinizer for their role in the case and said the amount be paid in four weeks. The amount will be deposited with the Prime Minister's relief fund, it said. It directed that the matter will be dealt afresh by another NCLAT bench presided over by chairperson Justice Ashok Bhushan. Earlier, the top court had issued notices to the tribunal's judicial member and technical member asking why contempt proceedings be not initiated against them for defying apex court orders in the Finolex Cables case. The NCLAT bench had delivered a judgement on October 13 ignoring a status quo order passed by the apex court. The top court had set aside the NCLAT bench's October 13 judgement relating to the annual general meeting (AGM) of Finolex Cables without going into its merit. The court was dealing with a petition filed by the Prakash Chhabria-led Orbit Electricals which is a promoter entity in Finolex Cables. It sought disclosure of the outcome of voting in the AGM of the company on the agenda item pertaining to the reappointment of Deepak Chhabria as executive chairman. It challenged the non-disclosure of the outcome of voting by shareholders pertaining to the resolution related to the reappointment of Deepak Chhabria as a ""Whole-Time Director"" designated as an ""Executive Chairman"" in its AGM held on September 29.",https://www.business-standard.com/companies/news/finolex-cables-case-nclat-bench-wilfully-defied-our-order-says-sc-123103000390_1.html,negative,-0.7093,-0.003203,0.0
2023-10-30,Relief for Zee Entertainment's Punit Goenka as SAT sets aside Sebi's order,Companies,,"With this, Goenka can now be appointed as the Managing Director (MD) of the merged entity","Punit Goenka, MD & CEO, ZEE Entertainment Enterprises Ltd",https://www.business-standard.com/companies/news/relief-for-zee-entertainment-s-punit-goenka-as-sat-sets-aside-sebi-s-order-123103000303_1.html,neutral,0.2067,-0.003203,0.0
